,C1,C2,Splitpoint,Predicted ERT,Achieved ERT
0,10110111010,00010011010,10e1.0,2799.8,3283.1
1,10110111120,00010011010,10e1.0,2801.5,3344.3
2,10100111010,00010011010,10e1.0,2803.2,2886.3
3,10100111010,00010011000,10e0.8,2938.7,3082.7
4,10100111010,00010011020,10e0.8,2938.7,3082.7
5,10110111010,00010011020,10e1.0,2935.6,3191.2
6,10110111010,00010011000,10e1.0,2935.6,3191.2
7,00000011010,00010011020,10e0.8,2949.2,3337.2
8,00000011010,00010011000,10e0.8,2949.2,3337.2
9,00000011010,00110011000,10e0.8,3218.7,3008.7
10,10110011020,00110011020,10e0.8,3212.8,2851.7
11,10110011000,00110011020,10e0.8,3212.8,2851.7
12,10110011000,00110011000,10e0.8,3212.8,2851.7
13,10110011020,00110011000,10e0.8,3212.8,2851.7
14,10110111120,00110011020,10e1.0,3208.1,3298.8
15,10110011020,00000011000,10e0.8,3234.8,3519.5
16,10110011000,00000011000,10e0.8,3234.8,3519.5
17,00110011010,00000011020,10e0.8,3240.4,3762.6
18,00110011010,00000011000,10e0.8,3240.4,3762.6
19,00000111010,00000011020,10e0.8,3239.3,3752.7
20,10010011020,00000011020,10e0.8,3250.8,3272.3
21,10110111120,00110011010,10e1.0,3319.5,3257.7
22,10100111020,00110011010,10e1.0,3323.6,2546.9
23,10100111110,00110011010,10e1.0,3324.1,2892.3
24,00110011010,10100011010,10e0.8,3359.9,3575.0
25,00000111010,10100011010,10e0.8,3358.9,3624.0
26,10010011000,10100011010,10e0.8,3370.3,3526.4
27,10100111020,00000011010,10e1.0,3357.2,3140.0
28,10100111110,00000011010,10e1.0,3357.8,3107.8
29,10010111010,00000011010,10e1.0,3359.6,3300.4
30,10100111020,00100011020,10e1.0,3507.6,3389.9
31,10100111110,00100011020,10e1.0,3508.1,3413.3
32,10010111010,00100011000,10e1.0,3509.9,3649.9
33,10010111010,00100011020,10e1.0,3509.9,3649.9
34,00000111010,10110111010,10e0.8,3527.5,2711.4
35,10010011000,10110111010,10e0.8,3538.9,3143.7
36,10010011020,10110111010,10e0.8,3538.9,3143.7
37,10110011100,00100011000,10e1.0,3512.0,3469.2
38,00110011000,00100011000,10e1.0,3513.7,3342.3
39,10110011100,10010011000,10e1.0,3896.3,2702.7
40,10110011100,10010011020,10e1.0,3896.3,2702.7
41,00110011020,10010011020,10e1.0,3898.0,3197.1
42,00110011000,10010011000,10e1.0,3898.0,3197.1
43,00110011000,10010011020,10e1.0,3898.0,3197.1
44,00110011020,10010011000,10e1.0,3898.0,3197.1
45,00110011020,10100111010,10e1.6,3938.5,3581.6
46,00110011110,10100111010,10e1.6,3940.6,3305.0
47,00100011010,10100111010,10e1.6,3940.4,2975.7
48,10010011000,00010011120,10e0.8,3965.2,4552.3
49,10010011020,00010011120,10e0.8,3965.2,4552.3
