,C1,C2,Splitpoint,Predicted ERT,Achieved ERT
0,00101010020,00110010010,10e0.8,18267.9,19885.0
1,00101010000,00110010010,10e0.8,18267.9,19885.0
2,10100011010,00110010010,10e0.8,18263.3,22894.0
3,00110010010,00110010000,10e-0.2,19864.3,24953.4
4,00110010010,00110010020,10e-0.2,19864.3,24953.4
5,00110010010,00100010010,10e-0.2,20854.1,27156.9
6,00111010010,00110010020,10e0.2,21489.9,22578.8
7,00111010010,00110010000,10e0.2,21489.9,22578.8
8,10110011010,00110010000,10e0.2,21573.0,26572.0
9,10110011010,00110010020,10e0.2,21573.0,26572.0
10,00110010000,00100010010,10e-0.2,22806.9,28635.9
11,00110010020,00100010010,10e-0.2,22806.9,28635.9
12,00110010020,00111010020,10e-0.2,23171.2,24743.2
13,00110010020,00111010000,10e-0.2,23171.2,24743.2
14,00110010000,00111010000,10e-0.2,23171.2,24743.2
15,00110010000,00111010020,10e-0.2,23171.2,24743.2
16,00111010010,00111010020,10e0.0,22629.7,23301.1
17,00101010000,00111010010,10e0.8,23213.1,22416.3
18,00101010020,00111010010,10e0.8,23213.1,22416.3
19,10100011010,00111010010,10e0.8,23208.5,23275.5
20,10110010010,00111010000,10e-0.2,23344.9,33367.3
21,10110010010,10110010000,10e-0.2,24479.7,26562.4
22,10110010010,10110010020,10e-0.2,24479.7,26562.4
23,10110011010,10110010010,10e0.2,24323.9,19327.8
24,00100011020,10110010020,10e0.6,24366.3,27253.1
25,00100011020,10110010000,10e0.6,24366.3,27253.1
26,00110011010,10110010010,10e0.2,24434.0,21555.5
27,00101010020,10110010000,10e0.6,24356.8,25199.7
28,00101010000,10110010020,10e0.6,24356.8,25199.7
29,10110010000,10110010010,10e0.2,24484.9,20324.8
30,10110010000,00101010010,10e-0.2,25100.0,36194.6
31,10110010020,00101010010,10e-0.2,25100.0,36194.6
32,10110010000,00100010020,10e-0.2,25011.8,34292.7
33,10110010020,00100010000,10e-0.2,25011.8,34292.7
34,10110010020,00100010020,10e-0.2,25011.8,34292.7
35,00111010000,00101010010,10e-0.2,25623.2,26359.5
36,00110011010,00100010020,10e0.2,25535.5,31567.6
37,00110011010,00100010000,10e0.2,25535.5,31567.6
38,00111010020,00100010000,10e-0.2,25535.0,29390.5
39,00111010020,10100010000,10e-0.2,26223.2,29390.5
40,00111010000,10100010000,10e-0.2,26223.2,29390.5
41,00111010000,10100010020,10e-0.2,26223.2,29390.5
42,00111010020,10100010020,10e-0.2,26223.2,29390.5
43,00100010010,10100010020,10e-0.2,26229.8,36756.4
44,00100010010,10100010000,10e-0.2,26229.8,36756.4
45,00100010010,00000010010,10e-0.2,25515.7,37038.3
46,00100010020,00000010010,10e-0.2,25524.4,36068.6
47,00100010000,00000010010,10e-0.2,25524.4,36068.6
48,00100011020,00110011010,10e0.6,25671.6,35348.2
49,00100010020,00110011010,10e-0.2,26196.4,34888.6
