,C1,C2,Splitpoint,Predicted ERT,Achieved ERT
0,00110000110,00100000120,10e0.0,8533.2,9098.4
1,00100000110,00100000120,10e0.0,8502.8,7812.2
2,00110000120,00100000120,10e0.2,8507.6,8910.7
3,00110010000,00100000110,10e0.8,8919.0,12090.0
4,00110010020,00100000110,10e0.8,8919.0,12090.0
5,10110010010,00100000110,10e0.8,8921.1,11031.6
6,00110010020,00110000110,10e0.8,9009.0,11921.0
7,00110010000,00110000110,10e0.8,9009.0,11921.0
8,10110010010,00110000110,10e0.8,9011.0,12491.8
9,00110000110,00110000100,10e0.0,9207.8,7559.1
10,00110000110,00110000120,10e0.0,9207.8,7559.1
11,00100000110,00110000120,10e0.0,9177.4,9266.2
12,00100000110,00110000100,10e0.0,9177.4,9266.2
13,00110010000,00110000120,10e0.8,9097.4,13003.4
14,00110010020,00110000100,10e0.8,9097.4,13003.4
15,00110000100,10110000100,10e0.0,9480.4,8465.4
16,00110000120,10110000100,10e0.0,9480.4,8465.4
17,00100000120,10110000100,10e0.0,9476.7,8631.6
18,00110000100,00111000100,10e0.0,10435.8,11980.7
19,00110000120,00111000100,10e0.0,10435.8,11980.7
20,00110000100,10100000110,10e0.0,10392.0,8766.5
21,00100000120,00111000100,10e0.0,10432.1,12330.9
22,00100000120,10100000110,10e0.0,10388.3,8508.6
23,10110010010,10100000110,10e0.8,10299.2,11031.6
24,10111010010,10100000120,10e0.8,11572.9,14197.1
25,10111010010,10100000100,10e0.8,11572.9,14197.1
26,10110111010,10100000120,10e1.0,11632.1,10608.9
27,10110111010,10100000100,10e1.0,11632.1,10608.9
28,10110010000,10100000100,10e1.0,11632.8,11094.9
29,10110010000,10100000120,10e1.0,11632.8,11094.9
30,10100000120,00110010110,10e0.0,12636.2,10956.3
31,10100000100,00110010110,10e0.0,12636.2,10956.3
32,10100000110,00110010110,10e0.0,12500.2,11296.6
33,10100000120,00101000110,10e0.0,12563.5,11983.1
34,10100000100,00101000110,10e0.0,12563.5,11983.1
35,10100000110,00101000110,10e0.0,12427.5,12794.2
36,10100000120,10110010110,10e0.0,12930.8,10956.3
37,10100000100,10110010110,10e0.0,12930.8,10956.3
38,10100000110,10110010110,10e0.0,12794.8,11296.6
39,10110000100,10110010120,10e0.0,12750.9,11697.0
40,10110000100,10110010100,10e0.0,12750.9,11697.0
41,10110000100,00110010100,10e0.0,12887.8,11697.0
42,10111000110,10110010100,10e0.0,12744.5,12774.9
43,10111000110,10110010120,10e0.0,12744.5,12774.9
44,10111000110,00110010100,10e0.0,12881.4,12774.9
45,00111000100,10110010120,10e0.0,12857.9,13182.0
46,00111000100,10110010100,10e0.0,12857.9,13182.0
47,00111000100,00110010100,10e0.0,12994.8,13182.0
48,00101000110,00101000120,10e0.0,13174.2,13867.7
49,00101000110,00101000100,10e0.0,13174.2,13867.7
